serverID,serverName,timezoneRoleID,offset,dstObserved,standardName,predictedCurrentTimeZone,Notes
1081049511469785109,Petravivor S8: Dexter,1387543633959456839,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1081049511469785109,Petravivor S8: Dexter,1393410025539633174,11,TRUE,AEST (UTC+10),AEST (UTC+10),
1081049511469785109,Petravivor S8: Dexter,1393410027552903289,12,TRUE,NZST (UTC+12),NZST (UTC+12),
1088287200044666931,Power Grab ORG,1390491694092259378,-8,TRUE,PST (UTC-8),PST (UTC-8),
1088287200044666931,Power Grab ORG,1390491695455670313,-7,TRUE,PST (UTC-8),PST (UTC-8),
1088287200044666931,Power Grab ORG,1390491697292513430,-7,TRUE,MST (UTC-7),MST (UTC-7),
1088287200044666931,Power Grab ORG,1390491698970493041,-6,TRUE,MST (UTC-7),MST (UTC-7),
1088287200044666931,Power Grab ORG,1390491700383977543,-6,TRUE,CST (UTC-6),CST (UTC-6),
1088287200044666931,Power Grab ORG,1390491701990395944,-5,TRUE,CST (UTC-6),CST (UTC-6),
1088287200044666931,Power Grab ORG,1390491703432970381,-5,TRUE,EST (UTC-5),EST (UTC-5),
1088287200044666931,Power Grab ORG,1390491704884465785,-4,TRUE,EST (UTC-5),EST (UTC-5),
1088287200044666931,Power Grab ORG,1390491706620641280,-4,TRUE,AST (UTC-4),AST (UTC-4),
1088287200044666931,Power Grab ORG,1390491709489545238,-3.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1088287200044666931,Power Grab ORG,1390491707832795157,-3,TRUE,AST (UTC-4),AST (UTC-4),
1088287200044666931,Power Grab ORG,1390491710517149839,-2.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1088287200044666931,Power Grab ORG,1390491712279019620,0,FALSE,,GMT (UTC+0),Missing standardName (legacy or custom)
1088287200044666931,Power Grab ORG,1390491713692504106,1,TRUE,GMT (UTC+0),GMT (UTC+0),
1088287200044666931,Power Grab ORG,1390491715151986801,1,TRUE,CET (UTC+1),CET (UTC+1),
1088287200044666931,Power Grab ORG,1390491717568036934,2,TRUE,CET (UTC+1),CET (UTC+1),
1088287200044666931,Power Grab ORG,1390491718884786186,8,FALSE,,GMT+8 (UTC+8),Missing standardName (legacy or custom)
1088287200044666931,Power Grab ORG,1390491720248201398,10,FALSE,,AEST (UTC+10),Missing standardName (legacy or custom)
1088287200044666931,Power Grab ORG,1390491721598505024,11,TRUE,AEST (UTC+10),AEST (UTC+10),
1088287200044666931,Power Grab ORG,1390491722902929418,12,TRUE,NZST (UTC+12),NZST (UTC+12),
1127596863885934652,LOSTVivor,1129716603504828509,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572948782841908,-8,,,PST (UTC-8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572950796111964,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572952310255738,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572953589518408,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572954931953754,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572956424999042,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572957754593411,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572959394435082,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1183707238922211380,Nul Points (Get The Podium Picture 2),1342572960829145249,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1332141359783477279,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745361773301860,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1332141259199877212,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745363316805662,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1332141407758057562,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745364348600322,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1332742311419052145,-4,,,EDT (UTC-4),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745365933789296,-4,,,EDT (UTC-4),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1332742370537504900,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745367796056156,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745057908559974,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745369981554699,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380743422796628109,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745371629781104,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745373408170064,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1198412959240699935,RVIVOR S7: Blink-182: One World Tour,1380745375421304962,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388527617069678662,-10,,,UTC-10,Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522386311348335,-8,TRUE,PST (UTC-8),PST (UTC-8),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522387565318146,-7,TRUE,PST (UTC-8),PST (UTC-8),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522388865683581,-7,TRUE,MST (UTC-7),MST (UTC-7),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522390203666504,-6,TRUE,MST (UTC-7),MST (UTC-7),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522391784657143,-6,TRUE,CST (UTC-6),CST (UTC-6),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522393516904468,-5,TRUE,CST (UTC-6),CST (UTC-6),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522394884378774,-5,TRUE,EST (UTC-5),EST (UTC-5),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522396243202140,-4,TRUE,EST (UTC-5),EST (UTC-5),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522397778444449,-4,TRUE,AST (UTC-4),AST (UTC-4),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522400819445781,-3.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522399175147601,-3,TRUE,AST (UTC-4),AST (UTC-4),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522402756952086,-2.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522404099129394,0,FALSE,,GMT (UTC+0),Missing standardName (legacy or custom)
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522405990764605,1,TRUE,GMT (UTC+0),GMT (UTC+0),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522407836254329,1,TRUE,CET (UTC+1),CET (UTC+1),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522409472294992,2,TRUE,CET (UTC+1),CET (UTC+1),
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388527799572369499,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522412932337846,10,FALSE,,AEST (UTC+10),Missing standardName (legacy or custom)
1203901346311438356,Parkvivor: Mythic Lands - S5: Into The Woods,1388522414761054260,11,TRUE,AEST (UTC+10),AEST (UTC+10),
1209857629732470794,Serviver's server,1348278545696428124,-8,,,PST (UTC-8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278547147657236,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348279475112116264,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278548405817435,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348279476538048564,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278549894664224,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348279477762916374,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348279479692296323,-4,,,EDT (UTC-4),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278550980988932,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278553162158090,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278554495811604,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278555720548466,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1209857629732470794,Serviver's server,1348278557075439718,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1395584803579101355,-10,,,UTC-10,Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585457267707956,-7,,,PDT (UTC-7),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585458714607636,-6,,,MDT (UTC-6),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585460048531546,-5,,,CDT (UTC-5),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585461528989807,-4,,,EDT (UTC-4),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585462883745875,0,,,GMT (UTC+0),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585464595288174,1,,,BST (UTC+1),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585466117554206,2,,,CEST (UTC+2),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585467380301926,8,,,GMT+8 (UTC+8),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1242640082838749216,Twilightvivor,1370585469070479402,10,,,AEST (UTC+10),Missing standardName (legacy or custom); Missing dstObserved (legacy or custom)
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943871513690256,-8,TRUE,PST (UTC-8),PST (UTC-8),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943873207930960,-7,TRUE,PST (UTC-8),PST (UTC-8),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943875976167494,-7,TRUE,MST (UTC-7),MST (UTC-7),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943877410619617,-6,TRUE,MST (UTC-7),MST (UTC-7),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943880032190474,-6,TRUE,CST (UTC-6),CST (UTC-6),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943881894592512,-5,TRUE,CST (UTC-6),CST (UTC-6),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943883492364498,-5,TRUE,EST (UTC-5),EST (UTC-5),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943886956855457,-4,TRUE,EST (UTC-5),EST (UTC-5),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943889687609498,-4,TRUE,AST (UTC-4),AST (UTC-4),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943892837531711,-3.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943891650281662,-3,TRUE,AST (UTC-4),AST (UTC-4),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943894783557652,-2.5,TRUE,NST (UTC-3:30),NST (UTC-3:30),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943896213688442,0,FALSE,,GMT (UTC+0),Missing standardName (legacy or custom)
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943898344390800,1,TRUE,GMT (UTC+0),GMT (UTC+0),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943899535704217,1,TRUE,CET (UTC+1),CET (UTC+1),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943901683060870,2,TRUE,CET (UTC+1),CET (UTC+1),
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943904409620550,8,FALSE,,GMT+8 (UTC+8),Missing standardName (legacy or custom)
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943907295035472,10,FALSE,,AEST (UTC+10),Missing standardName (legacy or custom)
1249787622809665627,HolidORGs S21: Comic Colosseum,1417943909014962216,11,TRUE,AEST (UTC+10),AEST (UTC+10),
